CASE_NUMBER,DATE,VICTIMIZATION_PRIMARY,INCIDENT_PRIMARY,GUNSHOT_INJURY_I,COMMUNITY_AREA,STREET_OUTREACH_ORGANIZATION,AREA,DISTRICT,BEAT,AGE,SEX,RACE,VICTIMIZATION_IUCR_SECONDARY,MONTH,DAY_OF_WEEK,HOUR,LOCATION_DESCRIPTION
HZ341632,7/8/16,HOMICIDE,HOMICIDE,YES,AUSTIN,Together Chicago Austin | READI 60644 | INVC Austin,4,15,1532,50-59,M,BLK,FIRST DEGREE MURDER,7,6,23,STREET
HZ342788,7/9/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,READI 60631 | Public Equity West Englewood,1,7,724,20-29,M,BLK,FIRST DEGREE MURDER,7,7,22,PARK PROPERTY
HZ346727,7/12/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,712,20-29,M,BLK,FIRST DEGREE MURDER,7,3,22,AUTO
HZ346727,7/12/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,712,30-39,M,BLK,FIRST DEGREE MURDER,7,3,22,AUTO
HZ348128,7/14/16,HOMICIDE,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,322,40-49,M,WHI,FIRST DEGREE MURDER,7,5,0,GAS STATION
HZ348163,7/14/16,HOMICIDE,HOMICIDE,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1123,20-29,M,BLK,FIRST DEGREE MURDER,7,5,1,STREET
HZ350267,7/15/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,0-19,M,BLK,FIRST DEGREE MURDER,7,6,14,AUTO
HZ351234,7/16/16,HOMICIDE,HOMICIDE,NO,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1113,0-19,M,BLK,FIRST DEGREE MURDER,7,7,5,VACANT LOT
HZ352079,7/16/16,HOMICIDE,HOMICIDE,YES,WASHINGTON PARK,Acclivus Washington Park,1,2,231,20-29,M,BLK,FIRST DEGREE MURDER,7,7,23,STREET
HZ352286,7/17/16,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1113,30-39,M,BLK,FIRST DEGREE MURDER,7,1,4,STREET
HZ352541,7/17/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621,1,7,711,0-19,M,BLK,FIRST DEGREE MURDER,7,1,11,STREET
HZ353096,7/17/16,HOMICIDE,HOMICIDE,YES,AUSTIN,Together Chicago Austin | READI 60644 | INVC Austin,4,15,1532,20-29,M,BLK,FIRST DEGREE MURDER,7,1,19,STREET
HZ353327,7/17/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,0-19,M,BLK,FIRST DEGREE MURDER,7,1,23,STREET
HZ354630,7/18/16,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1113,0-19,M,BLK,FIRST DEGREE MURDER,7,2,21,STREET
HZ354749,7/18/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,722,20-29,M,BLK,FIRST DEGREE MURDER,7,2,22,STREET
HZ359894,7/22/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,723,0-19,M,BLK,FIRST DEGREE MURDER,7,6,16,SCHOOL YARD
HZ360401,7/22/16,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1113,20-29,M,BLK,FIRST DEGREE MURDER,7,6,23,STREET
HZ363696,7/25/16,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60624,4,11,1132,20-29,M,BLK,FIRST DEGREE MURDER,7,2,13,STREET
HZ365066,7/26/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1532,0-19,M,BLK,FIRST DEGREE MURDER,7,3,11,STREET
HZ366724,7/27/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,726,30-39,M,BLK,FIRST DEGREE MURDER,7,4,13,AUTO
HZ366827,7/27/16,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1132,0-19,M,BLK,FIRST DEGREE MURDER,7,4,14,STREET
HZ369176,7/29/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,723,40-49,M,BLK,FIRST DEGREE MURDER,7,6,5,PORCH
HZ370588,7/30/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,20-29,F,BLK,FIRST DEGREE MURDER,7,7,3,STREET
HZ371830,7/31/16,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1114,20-29,M,BLK,FIRST DEGREE MURDER,7,1,1,STREET
HZ372455,7/31/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1511,40-49,F,BLK,FIRST DEGREE MURDER,7,1,17,STREET
HZ374543,8/2/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1522,20-29,M,BLK,FIRST DEGREE MURDER,8,3,0,STREET
HZ375339,8/2/16,HOMICIDE,HOMICIDE,NO,AUSTIN,READI 60644 | INVC Austin,4,15,1524,20-29,M,BLK,FIRST DEGREE MURDER,8,3,15,STREET
HZ375866,8/2/16,HOMICIDE,HOMICIDE,NO,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,725,0-19,M,WWH,FIRST DEGREE MURDER,8,3,21,HOUSE
HZ378630,8/4/16,HOMICIDE,HOMICIDE,NO,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1131,20-29,M,BLK,FIRST DEGREE MURDER,8,5,21,STREET
HZ379283,8/5/16,HOMICIDE,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,322,0-19,M,BLK,FIRST DEGREE MURDER,8,6,12,PARKING LOT
HZ381738,8/7/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,711,60-69,M,BLK,FIRST DEGREE MURDER,8,1,2,AUTO
HZ382845,8/8/16,HOMICIDE,HOMICIDE,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1123,40-49,M,BLK,FIRST DEGREE MURDER,8,2,2,STREET
HZ383992,8/8/16,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,UCAN North Lawndale | READI 60624 | INVC West Garfield Park,4,11,1133,20-29,M,BLK,FIRST DEGREE MURDER,8,2,20,STREET
HZ384075,8/8/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC West Garfield Park,4,11,1113,20-29,M,BLK,FIRST DEGREE MURDER,8,2,20,STREET
HZ384104,8/8/16,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60624,4,11,1133,20-29,M,BLK,FIRST DEGREE MURDER,8,2,21,STREET
HZ384158,8/8/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,715,20-29,M,BLK,FIRST DEGREE MURDER,8,2,22,STREET
HZ384930,8/9/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621,1,7,712,0-19,M,BLK,FIRST DEGREE MURDER,8,3,14,VACANT LOT
HZ388362,8/11/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,725,30-39,M,BLK,FIRST DEGREE MURDER,8,5,23,STREET
HZ388943,8/12/16,HOMICIDE,HOMICIDE,YES,AUSTIN,Together Chicago Austin | READI 60644 | INVC Austin,4,15,1532,20-29,M,BLK,FIRST DEGREE MURDER,8,6,13,PORCH
HZ389699,8/12/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,723,0-19,M,BLK,FIRST DEGREE MURDER,8,6,22,STREET
HZ390359,8/13/16,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1122,20-29,M,BLK,FIRST DEGREE MURDER,8,7,13,STREET
HZ391216,8/14/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,30-39,M,BLK,FIRST DEGREE MURDER,8,1,2,ALLEY
HZ391329,8/14/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1523,20-29,M,BLK,FIRST DEGREE MURDER,8,1,1,VACANT LOT
HZ391474,8/14/16,HOMICIDE,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,322,20-29,M,BLK,FIRST DEGREE MURDER,8,1,1,STREET
HZ391550,8/14/16,HOMICIDE,HOMICIDE,NO,NORTH LAWNDALE,UCAN North Lawndale | READI 60623 | CRED West Side,4,10,1014,0-19,M,BLK,FIRST DEGREE MURDER,8,1,10,HOUSE
HZ392469,8/15/16,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1113,30-39,M,BLK,FIRST DEGREE MURDER,8,2,4,STREET
HZ393892,8/16/16,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623 | CRED West Side,4,10,1011,20-29,M,BLK,FIRST DEGREE MURDER,8,3,3,PARKING LOT
HZ395133,8/16/16,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,READI 60623,4,10,1013,30-39,M,BLK,FIRST DEGREE MURDER,8,3,22,PORCH
HZ398962,8/19/16,HOMICIDE,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,2,6,623,20-29,M,BLK,FIRST DEGREE MURDER,8,6,17,STREET
HZ400709,8/21/16,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60624,4,11,1133,20-29,M,WHI,FIRST DEGREE MURDER,8,1,0,STREET
HZ400954,8/21/16,HOMICIDE,HOMICIDE,YES,EAST GARFIELD PARK,UCAN North Lawndale | READI 60624,4,11,1133,20-29,M,BLK,FIRST DEGREE MURDER,8,1,6,STREET
HZ401504,8/21/16,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1114,20-29,M,BLK,FIRST DEGREE MURDER,8,1,16,STREET
HZ404639,8/23/16,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1011,30-39,M,BLK,FIRST DEGREE MURDER,8,3,21,STREET
HZ405168,8/24/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621,1,7,711,20-29,M,BLK,FIRST DEGREE MURDER,8,4,10,AUTO
HZ409270,8/27/16,HOMICIDE,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,323,0-19,M,BLK,FIRST DEGREE MURDER,8,7,12,STREET
HZ410038,8/28/16,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1113,30-39,M,BLK,FIRST DEGREE MURDER,8,1,0,STREET
HZ410062,8/28/16,HOMICIDE,HOMICIDE,YES,EAST GARFIELD PARK,READI 60624,4,11,1133,30-39,M,BLK,FIRST DEGREE MURDER,8,1,0,STREET
HZ410831,8/28/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1522,20-29,M,WWH,FIRST DEGREE MURDER,8,1,16,PORCH
HZ412318,8/29/16,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623 | CRED West Side,4,10,1011,30-39,M,BLK,FIRST DEGREE MURDER,8,2,17,STREET
HZ412704,8/29/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1522,0-19,M,BLK,FIRST DEGREE MURDER,8,2,22,STREET
HZ416032,9/1/16,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1114,0-19,M,BLK,FIRST DEGREE MURDER,9,5,10,ALLEY
HZ420493,9/4/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,723,40-49,M,BLK,FIRST DEGREE MURDER,9,1,17,YARD
HZ421109,9/5/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,723,20-29,M,BLK,FIRST DEGREE MURDER,9,2,9,APARTMENT
HZ421734,9/5/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621,1,7,712,20-29,M,BLK,FIRST DEGREE MURDER,9,2,18,STREET
HZ421769,9/5/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,READI 60631 | Public Equity West Englewood,1,7,724,20-29,M,BLK,FIRST DEGREE MURDER,9,2,19,PARK PROPERTY
HZ421769,9/5/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,READI 60631 | Public Equity West Englewood,1,7,724,40-49,M,BLK,FIRST DEGREE MURDER,9,2,19,PARK PROPERTY
HZ423502,9/6/16,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623 | CRED West Side,4,10,1021,0-19,M,BLK,FIRST DEGREE MURDER,9,3,22,STREET
HZ425569,9/8/16,HOMICIDE,HOMICIDE,NO,AUSTIN,READI 60644 | INVC Austin,4,15,1523,50-59,M,BLK,FIRST DEGREE MURDER,9,5,13,AUTO
HZ430046,9/11/16,HOMICIDE,HOMICIDE,NO,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1113,20-29,M,BLK,FIRST DEGREE MURDER,9,1,20,STREET
HZ430249,9/12/16,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1122,30-39,M,BLK,FIRST DEGREE MURDER,9,2,2,PARKING LOT
HZ434690,9/15/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,715,20-29,M,BLK,FIRST DEGREE MURDER,9,5,5,STREET
HZ435913,9/15/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1511,50-59,M,BLK,FIRST DEGREE MURDER,9,5,21,STREET
HZ437041,9/16/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,711,20-29,M,BLK,FIRST DEGREE MURDER,9,6,17,STREET
HZ443570,9/21/16,HOMICIDE,HOMICIDE,YES,WASHINGTON PARK,Acclivus Washington Park,1,2,232,20-29,M,BLK,FIRST DEGREE MURDER,9,4,13,VACANT LOT
HZ444387,9/22/16,HOMICIDE,HOMICIDE,YES,WASHINGTON PARK,READI 60621 | Acclivus Washington Park,1,2,225,40-49,M,BLK,FIRST DEGREE MURDER,9,5,5,VESTIBULE
HV144748,2/4/12,BATTERY,BATTERY,YES,EAST GARFIELD PARK,Breakthrough East Garfield Park,3,12,1222,20-29,F,BLK,AGGRAVATED - HANDGUN,2,7,1,STREET
HV144748,2/4/12,BATTERY,BATTERY,YES,EAST GARFIELD PARK,Breakthrough East Garfield Park,3,12,1222,20-29,M,BLK,AGGRAVATED - HANDGUN,2,7,1,STREET
HZ446923,9/23/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621,1,7,712,0-19,M,BLK,FIRST DEGREE MURDER,9,6,20,PARK PROPERTY
HZ447257,9/24/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,733,20-29,M,BLK,FIRST DEGREE MURDER,9,7,2,STREET
HZ448205,9/24/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,713,20-29,M,BLK,FIRST DEGREE MURDER,9,7,19,STREET
HZ454488,9/29/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621,1,7,712,20-29,M,BLK,FIRST DEGREE MURDER,9,5,14,STREET
HZ458845,10/3/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1512,30-39,M,BLK,FIRST DEGREE MURDER,10,2,3,APARTMENT
HZ461450,10/4/16,HOMICIDE,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,2,6,623,40-49,M,BLK,FIRST DEGREE MURDER,10,3,22,STREET
HZ468755,10/10/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,733,20-29,M,BLK,FIRST DEGREE MURDER,10,2,15,AUTO
HZ473291,10/13/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,734,20-29,M,BLK,FIRST DEGREE MURDER,10,5,21,GAS STATION
HZ473311,10/13/16,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1012,20-29,M,BLK,FIRST DEGREE MURDER,10,5,21,STREET
HZ474466,10/14/16,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1113,0-19,M,BLK,FIRST DEGREE MURDER,10,6,18,STREET
HZ474538,10/14/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1522,0-19,M,BLK,FIRST DEGREE MURDER,10,6,19,AUTO
HZ474538,10/14/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1522,20-29,M,BLK,FIRST DEGREE MURDER,10,6,19,AUTO
HZ474583,10/14/16,HOMICIDE,HOMICIDE,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1123,30-39,M,BLK,FIRST DEGREE MURDER,10,6,20,STREET
HZ478467,10/17/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,726,20-29,M,BLK,FIRST DEGREE MURDER,10,2,20,STREET
HZ478558,10/17/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,733,20-29,M,BLK,FIRST DEGREE MURDER,10,2,22,STREET
HZ484058,10/22/16,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1115,30-39,M,BLK,FIRST DEGREE MURDER,10,7,1,ALLEY
HZ485272,10/23/16,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623 | CRED West Side,4,10,1021,20-29,M,BLK,FIRST DEGREE MURDER,10,1,2,VACANT LOT
HZ488115,10/25/16,HOMICIDE,HOMICIDE,NO,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1011,30-39,M,BLK,FIRST DEGREE MURDER,10,3,9,HOUSE
HZ491754,10/27/16,HOMICIDE,HOMICIDE,YES,EAST GARFIELD PARK,UCAN North Lawndale | READI 60624 | Breakthrough East Garfield Park,4,11,1133,40-49,M,BLK,FIRST DEGREE MURDER,10,5,18,STREET
HZ492360,10/28/16,HOMICIDE,HOMICIDE,YES,EAST GARFIELD PARK,UCAN North Lawndale | READI 60624 | Breakthrough East Garfield Park,4,11,1133,20-29,M,BLK,FIRST DEGREE MURDER,10,6,10,STREET
HZ492467,10/28/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,726,20-29,M,BLK,FIRST DEGREE MURDER,10,6,11,AUTO
HZ493243,10/28/16,HOMICIDE,HOMICIDE,YES,AUSTIN,Together Chicago Austin | READI 60644 | INVC Austin,4,15,1531,30-39,M,BLK,FIRST DEGREE MURDER,10,6,21,VACANT LOT
HZ493460,10/29/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1522,0-19,M,BLK,FIRST DEGREE MURDER,10,7,1,STREET
HZ494305,10/29/16,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1115,0-19,M,BLK,FIRST DEGREE MURDER,10,7,16,STREET
HZ494522,10/29/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621,1,7,712,30-39,M,BLK,FIRST DEGREE MURDER,10,7,19,STREET
HZ496076,10/31/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621,1,7,712,20-29,M,BLK,FIRST DEGREE MURDER,10,2,4,APARTMENT
HZ497841,11/1/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,715,30-39,M,BLK,FIRST DEGREE MURDER,11,3,10,PORCH
HZ497841,11/1/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,715,30-39,M,BLK,FIRST DEGREE MURDER,11,3,10,PORCH
HZ498768,11/2/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,726,30-39,M,BLK,FIRST DEGREE MURDER,11,4,21,STREET
HZ499993,11/2/16,HOMICIDE,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,323,20-29,M,BLK,FIRST DEGREE MURDER,11,4,19,STREET
HZ502487,11/4/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC West Garfield Park,4,11,1131,0-19,M,BLK,FIRST DEGREE MURDER,11,6,17,ALLEY
HZ502923,11/4/16,HOMICIDE,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,2,6,623,0-19,M,BLK,FIRST DEGREE MURDER,11,6,22,STREET
HZ503024,11/5/16,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,714,50-59,F,BLK,FIRST DEGREE MURDER,11,7,1,STREET
HZ505181,11/6/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1532,0-19,M,BLK,FIRST DEGREE MURDER,11,1,17,STREET
HZ506456,11/7/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC West Garfield Park,4,11,1113,0-19,M,BLK,FIRST DEGREE MURDER,11,2,16,STREET
HZ506884,11/7/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1522,0-19,M,BLK,FIRST DEGREE MURDER,11,2,20,STREET
HZ509005,11/9/16,HOMICIDE,HOMICIDE,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1123,20-29,M,BLK,FIRST DEGREE MURDER,11,4,15,STREET
HZ510244,11/10/16,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1021,20-29,M,BLK,FIRST DEGREE MURDER,11,5,16,STREET
HZ513356,11/13/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,20-29,M,BLK,FIRST DEGREE MURDER,11,1,1,GAS STATION
HZ518164,11/16/16,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1522,30-39,M,BLK,FIRST DEGREE MURDER,11,4,20,STREET
HZ520948,11/18/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,READI 60621,1,7,711,0-19,M,BLK,FIRST DEGREE MURDER,11,6,19,HOUSE
HV171566,2/24/12,BATTERY,BATTERY,YES,WEST ENGLEWOOD,READI 60631 | Public Equity West Englewood,1,7,713,0-19,M,BLK,AGGRAVATED - HANDGUN,2,6,19,VEHICLE NON-COMMERCIAL
HZ521455,11/19/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,723,20-29,M,BLK,FIRST DEGREE MURDER,11,7,11,STREET
HZ522447,11/20/16,HOMICIDE,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,2,6,623,40-49,M,BLK,FIRST DEGREE MURDER,11,1,3,APARTMENT
HZ523945,11/21/16,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1021,0-19,M,BLK,FIRST DEGREE MURDER,11,2,13,STREET
HZ525678,11/22/16,HOMICIDE,HOMICIDE,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1133,20-29,M,BLK,FIRST DEGREE MURDER,11,3,17,ALLEY
HZ528207,11/25/16,HOMICIDE,HOMICIDE,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1133,30-39,M,BLK,FIRST DEGREE MURDER,11,6,0,STREET
HZ528652,11/25/16,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,732,20-29,M,BLK,FIRST DEGREE MURDER,11,6,13,APARTMENT
HZ530450,11/27/16,HOMICIDE,HOMICIDE,YES,EAST GARFIELD PARK,UCAN North Lawndale | READI 60624 | Breakthrough East Garfield Park,4,11,1133,30-39,M,BLK,FIRST DEGREE MURDER,11,1,2,STREET
HZ530839,11/27/16,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1122,30-39,M,BLK,FIRST DEGREE MURDER,11,1,13,STREET
HZ532460,11/28/16,HOMICIDE,HOMICIDE,NO,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,725,40-49,M,BLK,FIRST DEGREE MURDER,11,2,18,STREET
HZ537548,12/2/16,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1022,0-19,M,BLK,FIRST DEGREE MURDER,12,6,18,APARTMENT
HV178780,3/1/12,BATTERY,BATTERY,YES,EAST GARFIELD PARK,Breakthrough East Garfield Park,4,11,1125,20-29,M,BLK,AGGRAVATED - HANDGUN,3,5,11,SIDEWALK
HZ537965,12/3/16,HOMICIDE,HOMICIDE,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1123,20-29,M,BLK,FIRST DEGREE MURDER,12,7,1,STREET
HZ539313,12/4/16,HOMICIDE,HOMICIDE,YES,GREATER GRAND CROSSING,READI 60621 | Public Equity Englewood,1,7,731,20-29,M,BLK,FIRST DEGREE MURDER,12,1,1,STREET
HZ542353,12/6/16,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1011,50-59,M,BLK,FIRST DEGREE MURDER,12,3,16,STREET
HZ543434,12/7/16,HOMICIDE,HOMICIDE,NO,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,724,0-19,M,BLK,FIRST DEGREE MURDER,12,4,14,APARTMENT
HZ543757,12/7/16,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1011,60-69,M,BLK,FIRST DEGREE MURDER,12,4,18,AUTO
